,用户编号, 电影ID, 电影名称, 电影连接, 用户状态, 用户评分,片名,连接,类型,国家,年份,主演,导演,编剧,片长,uid,group3_item_count,group5_item_count,group3_item_group_count
70,53,1652587,Avatar,http://movie.douban.com/subject/1652587/,看过,2,Avatar,http://movie.douban.com/subject/1652587/,动作、冒险、奇幻、科幻,美国、英国,2009,萨姆·沃辛顿、佐伊·索尔达娜、西格妮·韦弗、史蒂芬·朗、米歇尔·罗德里格兹、乔·大卫·摩尔 、乔瓦尼·瑞比西,詹姆斯·卡梅隆,詹姆斯·卡梅隆,162 分钟,53,2,2,1.0
71,53,1291580,Kill Bill: Vol. 1,http://movie.douban.com/subject/1291580/,看过,3,Kill Bill: Vol. 1,http://movie.douban.com/subject/1291580/,动作、犯罪、惊悚,美国,2003,乌玛·瑟曼、刘玉玲、薇薇卡·福克斯、达丽尔·汉纳、大卫·卡拉丁、千叶真一、栗山千明、朱莉·德赖弗斯、迈克尔·马德森,昆汀·塔伦蒂诺,昆汀·塔伦蒂诺、乌玛·瑟曼,111 分钟,53,2,2,1.0
72,53,1297630,The Sixth Sense,http://movie.douban.com/subject/1297630/,看过,3,The Sixth Sense,http://movie.douban.com/subject/1297630/,剧情、悬疑、惊悚、恐怖,美国,1999,布鲁斯·威利斯、海利·乔·奥斯蒙、托妮·克莱特、奥莉维亚·威廉姆斯、唐尼·沃尔伯格,M·奈特·沙马兰,M·奈特·沙马兰,107分钟,53,2,2,1.0
73,53,3011091,Hachi: A Dog's Tale,http://movie.douban.com/subject/3011091/,想看,None,Hachi: A Dog's Tale,http://movie.douban.com/subject/3011091/,剧情,美国,2009,理查·基尔、萨拉·罗默尔、琼·艾伦、Robbie Sublett、艾瑞克·阿瓦利、田川洋行、杰森·亚历山大、罗伯特·卡普荣,莱塞·霍尔斯道姆,Stephen P. Lindsey、新藤兼人,93分钟,53,2,2,1.0
74,53,2149806,おくりびと,http://movie.douban.com/subject/2149806/,看过,3,おくりびと,http://movie.douban.com/subject/2149806/,剧情,日本,2008,本木雅弘、广末凉子、山崎努、吉行和子、笹野高史、余贵美子,泷田洋二郎,小山薰堂,130 分钟,53,2,2,1.0
75,53,1929463,Life of Pi,http://movie.douban.com/subject/1929463/,看过,4,Life of Pi,http://movie.douban.com/subject/1929463/,剧情、奇幻、冒险,美国,2012,苏拉·沙玛、拉菲·斯波、伊尔凡·可汗、杰拉尔·德帕迪约、塔布、阿迪勒·侯赛因、阿尤什·坦东、王柏杰、俊·奈托,李安,扬·马特尔、大卫·麦基,127分钟,53,2,2,1.0
76,53,6313765,La Luna,http://movie.douban.com/subject/6313765/,看过,4,La Luna,http://movie.douban.com/subject/6313765/,动画、短片、奇幻,美国,2011,克丽斯塔·谢富勒、托尼·弗希勒、菲尔·谢里登,埃里康·卡萨罗萨,埃里康·卡萨罗萨,7分钟,53,2,2,1.0
77,53,5964718,????? ???? ?? ?????,http://movie.douban.com/subject/5964718/,想看,None,????? ???? ?? ?????,http://movie.douban.com/subject/5964718/,剧情、家庭,伊朗,2011,蕾拉·哈塔米、佩曼·莫阿迪、沙哈布·侯赛尼、萨瑞·巴亚特、萨日娜·法哈蒂、Marila Zare'i、阿里-阿萨哈·萨哈巴齐、吉米娅·侯赛伊妮,阿斯哈·法哈蒂,阿斯哈·法哈蒂,123分钟,53,2,2,1.0
78,53,4718369,白鹿原,http://movie.douban.com/subject/4718369/,看过,2,白鹿原,http://movie.douban.com/subject/4718369/,剧情、历史,中国大陆,2012,张丰毅、张雨绮、段奕宏、吴刚、刘威、成泰燊、郭涛,王全安,王全安、陈忠实,154分钟(中国大陆),53,2,2,1.0
79,53,1292206,Underground,http://movie.douban.com/subject/1292206/,想看,None,Underground,http://movie.douban.com/subject/1292206/,喜剧、剧情、战争,法国、南斯拉夫联盟共和国、德国,1995,马诺伊洛维奇、拉扎尔·里斯托夫斯基、米里亚娜·约科维奇、斯拉夫科·斯提马科、恩斯特·施托兹,埃米尔·库斯图里卡,杜赞·科瓦泽维奇、埃米尔·库斯图里卡,170 分钟,53,2,2,1.0
80,53,4319218,Midnight in Paris,http://movie.douban.com/subject/4319218/,看过,3,Midnight in Paris,http://movie.douban.com/subject/4319218/,剧情、爱情、奇幻,西班牙、美国,2011,欧文·威尔逊、玛丽昂·歌迪亚、瑞秋·麦克亚当斯、汤姆·希德勒斯顿、凯西·贝茨、麦克·辛、寇瑞·斯托尔、Nina Arianda、咪咪·肯尼迪、柯特·富勒、卡拉·布吕尼、艾德里安·布洛迪、加德·艾尔马莱、蕾雅·赛杜、艾丽森·皮尔,伍迪·艾伦,伍迪·艾伦,94分钟,53,2,2,1.0
81,53,6128003,To Rome with Love,http://movie.douban.com/subject/6128003/,看过,3,To Rome with Love,http://movie.douban.com/subject/6128003/,喜剧、爱情,美国、意大利、西班牙,2012,杰西·艾森伯格、艾伦·佩吉、佩内洛普·克鲁兹、亚历克·鲍德温、罗伯托·贝尼尼、伍迪·艾伦、朱迪·戴维斯、弗拉维奥·帕伦蒂、里卡多·斯卡马里奥、格蕾塔·葛韦格、艾丽森·皮尔、亚历桑德拉·马斯特罗兰迪,伍迪·艾伦,伍迪·艾伦,112分钟,53,2,2,1.0
82,53,3804891,无人区,http://movie.douban.com/subject/3804891/,想看,None,无人区,http://movie.douban.com/subject/3804891/,剧情、犯罪、西部,中国大陆,2013,徐峥、黄渤、余男、多布杰、王双宝、巴多、杨新鸣、郭虹、陶虹,宁浩,述平、邢爱娜、崔斯韦、王红卫、尚可、宁浩,117分钟,53,2,2,1.0
83,53,3993559,賽德克·巴萊,http://movie.douban.com/subject/3993559/,想看,None,賽德克·巴萊,http://movie.douban.com/subject/3993559/,剧情、历史、战争,台湾,2011,林庆台、马志翔、安藤政信、河原萨布、徐诣帆、温岚、罗美玲、徐若瑄、大庆、林源杰,魏德圣,魏德圣,153分钟(中国大陆/国际版),53,2,2,1.0
84,53,5450891,Titanic 3D,http://movie.douban.com/subject/5450891/,看过,4,Titanic 3D,http://movie.douban.com/subject/5450891/,剧情、爱情、历史、冒险、灾难,美国,2012,莱昂纳多·迪卡普里奥、凯特·温丝莱特、比利·赞恩、凯西·贝茨、弗兰西丝·费舍、格劳瑞亚·斯图尔特、苏茜·爱米斯、比尔·帕克斯顿、伯纳德·希尔、维克多·加博、伊万·斯图尔特、詹姆斯·卡梅隆,詹姆斯·卡梅隆,詹姆斯·卡梅隆,194分钟,53,2,2,1.0
85,53,3793023,3 Idiots,http://movie.douban.com/subject/3793023/,看过,3,3 Idiots,http://movie.douban.com/subject/3793023/,剧情、喜剧、爱情、歌舞,印度,2009,阿米尔·汗、卡琳娜·卡普尔、马达范、沙尔曼·乔希、奥米·瓦依达、波曼·伊拉妮、Mona Singh、Rajeev Ravindranathan,拉吉库马尔·希拉尼,Vidhu Vinod Chopra、拉吉库马尔·希拉尼、阿西奇·乔希,171分钟(印度),53,2,2,1.0
86,53,2129039,Up,http://movie.douban.com/subject/2129039/,看过,4,Up,http://movie.douban.com/subject/2129039/,剧情、喜剧、动画、奇幻、冒险,美国,2009,克里斯托弗·普卢默、约翰·拉岑贝格、爱德华·阿斯纳、Paul Eiding、乔丹·长井,彼特·道格特,鲍勃·彼德森,96分钟,53,2,2,1.0
87,53,1291842,When Harry Met Sally...,http://movie.douban.com/subject/1291842/,想看,None,When Harry Met Sally...,http://movie.douban.com/subject/1291842/,喜剧、剧情、爱情,美国,1989,梅格·瑞恩、比利·克里斯托、凯丽·费雪、布鲁诺·柯比,罗伯·莱纳,诺拉·艾芙隆,96 分钟,53,2,2,1.0
88,53,1298128,Sleepless in Seattle,http://movie.douban.com/subject/1298128/,想看,None,Sleepless in Seattle,http://movie.douban.com/subject/1298128/,喜剧、爱情、剧情,美国,1993,汤姆·汉克斯、梅格·瑞恩、罗斯·马林格、丽塔·威尔逊、维克多·加博、比尔·普尔曼,诺拉·艾芙隆,诺拉·艾芙隆、杰夫·阿奇、大卫·S·瓦德,105 分钟,53,2,2,1.0
89,53,2368641,Valentine's Day,http://movie.douban.com/subject/2368641/,想看,None,Valentine's Day,http://movie.douban.com/subject/2368641/,喜剧、爱情,美国,2010,朱莉娅·罗伯茨、安妮·海瑟薇、杰西卡·阿尔芭、杰西卡·贝尔、布莱德利·库珀、詹妮弗·加纳、阿什顿·库彻、杰米·福克斯、奎恩·拉提法、凯西·贝茨、帕特里克·德姆西、埃里克·迪恩、艾玛·罗伯茨、雪莉·麦克雷恩、泰勒·洛特纳、泰勒·斯威夫特、托弗·戈瑞斯,盖瑞·马歇尔,凯瑟琳·富盖特,125 分钟,53,2,2,1.0
90,53,6786002,Intouchables,http://movie.douban.com/subject/6786002/,想看,None,Intouchables,http://movie.douban.com/subject/6786002/,剧情、喜剧,法国,2011,弗朗索瓦·克鲁塞、奥玛·赛、安乐妮、奥黛丽·弗洛特、托马斯·索利维斯,奥利维·那卡什、艾力克·托兰达,奥利维·那卡什、艾力克·托兰达,112分钟,53,2,2,1.0
91,53,2028677,Hugo,http://movie.douban.com/subject/2028677/,看过,4,Hugo,http://movie.douban.com/subject/2028677/,剧情、儿童、传记、奇幻,美国,2011,阿萨·巴特菲尔德、科洛·莫瑞兹、本·金斯利、萨莎·拜伦·科恩、裘德·洛、雷·温斯顿、克里斯托弗·李、理查德·格雷弗斯、海伦·麦克洛瑞、弗朗西斯·德·拉·图瓦、迈克尔·斯图巴、艾米莉·莫迪默、马丁·斯科塞斯,马丁·斯科塞斯,约翰·洛根、布赖恩·塞尔兹尼克,127分钟,53,2,2,1.0
92,53,4206357,The Girl with the Dragon Tattoo,http://movie.douban.com/subject/4206357/,看过,1,The Girl with the Dragon Tattoo,http://movie.douban.com/subject/4206357/,剧情、犯罪、悬疑、惊悚,美国、挪威、瑞典,2011,丹尼尔·克雷格、鲁妮·玛拉、斯特兰·斯卡斯加德、罗宾·怀特、克里斯托弗·普卢默、乔莉·理查德森、艾伯丝·戴维兹,大卫·芬奇,斯蒂文·泽里安、斯蒂格·拉赫松,158分钟,53,2,2,1.0
93,53,4051753,Sherlock Holmes: A Game of Shadows,http://movie.douban.com/subject/4051753/,看过,3,Sherlock Holmes: A Game of Shadows,http://movie.douban.com/subject/4051753/,动作、犯罪、悬疑、惊悚、冒险,美国,2011,小罗伯特·唐尼、裘德·洛、瑞秋·麦克亚当斯、劳米·拉佩斯、斯蒂芬·弗雷、凯利·蕾莉、杰瑞德·哈里斯、杰拉丁妮·詹姆斯、威廉·休斯顿、保罗·安德森,盖·里奇,阿瑟·柯南·道尔、基兰·马尔罗尼、米歇尔·马尔罗尼,129分钟,53,2,2,1.0
94,53,3217894,M?n som hatar kvinnor,http://movie.douban.com/subject/3217894/,看过,3,M?n som hatar kvinnor,http://movie.douban.com/subject/3217894/,犯罪、剧情、悬疑、惊悚,瑞典、丹麦、德国,2009,迈克尔·恩奎斯特、彼得·哈贝尔、劳米·拉佩斯、David Dencik,涅尔斯·阿登·欧普勒夫,尼古拉哈·阿瑟、Rasmus Heisterberg,152 分钟,53,2,2,1.0
95,53,3006772,District 9,http://movie.douban.com/subject/3006772/,看过,4,District 9,http://movie.douban.com/subject/3006772/,动作、剧情、科幻、惊悚,美国、新西兰、加拿大、南非,2009,沙尔托·科普雷、詹森·库伯、娜塔莉·博尔特、茜尔雯·斯特赖克、威廉·艾伦·扬、约翰·萨莫尔、David James,尼尔·布洛姆坎普,尼尔·布洛姆坎普、特丽·塔歇尔,112 分钟,53,2,2,1.0
96,53,4305436,志明與春嬌,http://movie.douban.com/subject/4305436/,看过,2,志明與春嬌,http://movie.douban.com/subject/4305436/,喜剧、剧情、爱情,香港,2010,杨千嬅、余文乐、司徒慧焯、方皓玟、谷祖琳、缪非临、黄德斌、张达明、徐天佑、邹凯光、谷德昭、周振辉,彭浩翔,麦曦茵、彭浩翔,104 分钟(香港),53,2,2,1.0
97,53,1301171,Snatch,http://movie.douban.com/subject/1301171/,看过,3,Snatch,http://movie.douban.com/subject/1301171/,犯罪、惊悚,英国、美国,2000,布拉德·皮特、本尼西奥·德尔·托罗、杰森·斯坦森、丹尼斯·法里纳、维尼·琼斯、拉德·舍博德兹加、阿兰·福德、连尼·詹姆斯、艾文·布莱纳、杰森·弗莱明、斯蒂芬·格拉汉姆,盖·里奇,盖·里奇,104 分钟,53,2,2,1.0
98,53,3205624,The Social Network,http://movie.douban.com/subject/3205624/,看过,2,The Social Network,http://movie.douban.com/subject/3205624/,剧情、传记,美国,2010,杰西·艾森伯格、安德鲁·加菲尔德、贾斯汀·汀布莱克、鲁妮·玛拉、约瑟夫·梅泽罗、艾米·汉莫、Bryan Barter、Dustin Fitzsimons、Patrick Mapel、布兰达·宋,大卫·芬奇,艾伦·索金、本·麦兹里奇,120 分钟,53,2,2,1.0
99,53,1291554,The Phantom of the Opera,http://movie.douban.com/subject/1291554/,看过,3,The Phantom of the Opera,http://movie.douban.com/subject/1291554/,剧情、爱情、惊悚、音乐,美国、英国,2004,杰拉德·巴特勒、埃米·罗森、帕特里克·威尔森、米兰达·理查森、明妮·德里弗,乔·舒马赫,安德鲁·洛伊德·韦伯、加斯顿·勒鲁、乔·舒马赫,143 分钟,53,2,2,1.0
100,53,4023638,The King's Speech,http://movie.douban.com/subject/4023638/,看过,3,The King's Speech,http://movie.douban.com/subject/4023638/,剧情、历史,英国、澳大利亚、美国,2010,柯林·菲尔斯、杰弗里·拉什、海伦娜·邦汉·卡特、盖·皮尔斯、迈克尔·刚本、蒂莫西·斯波、詹妮弗·艾莉、德里克·雅各比、安东尼·安德鲁斯、克莱尔·布鲁姆,汤姆·霍珀,大卫·塞德勒,118分钟,53,2,2,1.0
101,53,3077791,Up in the Air,http://movie.douban.com/subject/3077791/,看过,4,Up in the Air,http://movie.douban.com/subject/3077791/,剧情、爱情,美国,2009,乔治·克鲁尼、安娜·肯德里克、维拉·法米加、杰森·贝特曼、Amy Morton、扎克·加利凡纳基斯,贾森·雷特曼,贾森·雷特曼、谢尔顿·特纳 ,Canada: 108 分钟(Toronto International Film Festival),53,2,2,1.0
102,53,4876722,钢的琴,http://movie.douban.com/subject/4876722/,看过,3,钢的琴,http://movie.douban.com/subject/4876722/,剧情、喜剧,中国大陆,2010,王千源、秦海璐、张申英、田雨、国永振,张猛,张猛,107分钟,53,2,2,1.0
103,53,4873490,失恋33天,http://movie.douban.com/subject/4873490/,看过,4,失恋33天,http://movie.douban.com/subject/4873490/,剧情、爱情,中国大陆,2011,文章、白百何、张子萱、王耀庆、郭京飞、张嘉译、海清、廖凡、马伊琍、姚笛、张默、李晨、张歆艺、陈羽凡、魏宗万、李念,滕华涛,鲍鲸鲸,110分钟,53,2,2,1.0
104,53,4920528,那些年，我們一起追的女孩,http://movie.douban.com/subject/4920528/,想看,None,那些年，我們一起追的女孩,http://movie.douban.com/subject/4920528/,剧情、喜剧、爱情,台湾,2011,柯震东、陈妍希、敖犬、郝劭文、蔡昌宪、鄢胜宇、弯弯、邱彦翔、王彩桦,九把刀,九把刀,100分钟(中国大陆),53,2,2,1.0
105,53,2034997,Brideshead Revisited,http://movie.douban.com/subject/2034997/,看过,5,Brideshead Revisited,http://movie.douban.com/subject/2034997/,剧情、爱情,英国,2008,马修·古迪、安娜·玛德蕾 、帕特里克·麦拉海德、本·卫肖、海莉·阿特维尔、迈克尔·刚本、艾玛·汤普森、菲丽希缇·琼斯,朱里安·杰拉德,安德鲁·戴维斯、Jeremy Brock,Argentina: 133 分钟,53,2,2,1.0
106,53,1308777,Eternal Sunshine of the Spotless Mind,http://movie.douban.com/subject/1308777/,想看,None,Eternal Sunshine of the Spotless Mind,http://movie.douban.com/subject/1308777/,剧情、爱情、奇幻,美国,2004,金·凯瑞、凯特·温丝莱特、克斯汀·邓斯特、伊利亚·伍德、马克·鲁弗洛、汤姆·威尔金森、大卫·克罗斯,米歇尔·贡德里,查理·考夫曼、米歇尔·贡德里、皮埃尔·比斯毛特,108分钟,53,2,2,1.0
107,53,6019180,??? ???,http://movie.douban.com/subject/6019180/,看过,4,??? ???,http://movie.douban.com/subject/6019180/,剧情、喜剧、家庭、鬼怪,韩国,2010,车太贤、高昌锡、张英南、姜艺媛、千宝根、李文秀,金英卓,金英卓,111分钟,53,2,2,1.0
108,53,1309163,The Notebook,http://movie.douban.com/subject/1309163/,看过,4,The Notebook,http://movie.douban.com/subject/1309163/,剧情、爱情,美国、葡萄牙,2004,瑞恩·高斯林、瑞秋·麦克亚当斯、Tim Ivey、Starletta DuPois、詹姆斯·加纳、吉娜·罗兰兹、琼·艾伦、詹姆斯·麦斯登,尼克·卡索维茨,Jan Sardi、杰里米·莱文、尼古拉斯·斯帕克斯,123 分钟,53,2,2,1.0
109,53,1292679,春光乍洩,http://movie.douban.com/subject/1292679/,想看,None,春光乍洩,http://movie.douban.com/subject/1292679/,剧情、爱情、同性,香港,1997,梁朝伟、张国荣、张震,王家卫,王家卫,96分钟,53,2,2,1.0
110,53,1303021,?????? ?????,http://movie.douban.com/subject/1303021/,看过,5,?????? ?????,http://movie.douban.com/subject/1303021/,剧情、家庭、儿童,伊朗,1997,Amir Farrokh Hashemian、默罕默德·阿米尔·纳吉、Bahare Seddiqi、Nafise Jafar-Mohammadi、Fereshte Sarabandi,马基德·马基迪,马基德·马基迪,89 分钟,53,2,2,1.0
111,53,1292063,La vita è bella,http://movie.douban.com/subject/1292063/,看过,5,La vita è bella,http://movie.douban.com/subject/1292063/,剧情、爱情、战争,意大利,1997,罗伯托·贝尼尼、尼可莱塔·布拉斯基、乔治·坎塔里尼、Giustino Durano、Sergio Bini Bustric、玛丽莎·佩雷德斯、豪斯特·巴奇霍兹、Lidia Alfonsi、Giuliana Lojodice,罗伯托·贝尼尼,文森佐·克拉米、罗伯托·贝尼尼,116 分钟,53,2,2,1.0
112,53,4066125,El secreto de sus ojos,http://movie.douban.com/subject/4066125/,看过,3,El secreto de sus ojos,http://movie.douban.com/subject/4066125/,剧情、爱情、悬疑,阿根廷、西班牙,2009,里卡杜·达林、索蕾达·维拉米尔、帕博罗·拉格、Javier Godino、古勒莫·法兰塞拉、何塞·路易斯·加尔西、卡拉·奎沃多,胡安·何塞·坎帕内利亚,胡安·何塞·坎帕内利亚、Eduardo Sacheri,129分钟,53,2,2,1.0
113,53,1291831,La meglio gioventù,http://movie.douban.com/subject/1291831/,想看,None,La meglio gioventù,http://movie.douban.com/subject/1291831/,剧情、爱情、家庭,意大利,2003,卢伊吉洛·肖卡、阿莱西奥·博尼、杰丝敏·特丽卡、索尼娅·贝加马斯卡、玛雅·珊萨、阿德里娅娜·阿斯蒂,马可·图利欧·吉欧达纳,萨多·皮查歌利尔、Stefano Rulli,366分钟,53,2,2,1.0
114,53,3319755,Flipped,http://movie.douban.com/subject/3319755/,看过,5,Flipped,http://movie.douban.com/subject/3319755/,剧情、喜剧、爱情,美国,2010,玛德琳·卡罗尔、卡兰·麦克奥利菲、瑞贝卡·德·莫妮、安东尼·爱德华兹、约翰·马奥尼、佩内洛普·安·米勒、艾丹·奎因、凯文·韦斯曼、摩根·莉莉,罗伯·莱纳,罗伯·莱纳、安德鲁·沙因曼、文德琳·范·德拉安南,USA: 90 分钟,53,2,2,1.0
